review_title	review_id	headlines_layer	headlines_serial	headlines_section_title	paper_id	title	abstract	author	citation_count	influential_citation_count	is_open_access	open_access_pdf	publication_types	ref_number	section_serial	tldr	url
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8				5a7873240eeb760a134186702c081c2dbb561655	Cost-effective, high-throughput DNA sequencing libraries for multiplexed target capture	Improvements in technology have reduced the cost of DNA sequencing to the point that the limiting factor for many experiments is the time and reagent cost of sample preparation. We present an approach in which 192 sequencing libraries can be produced in a single day of technician time at a cost of about $15 per sample. These libraries are effective not only for low-pass whole-genome sequencing, but also for simultaneously enriching them in pools of approximately 100 individually barcoded samples for a subset of the genome without substantial loss in efficiency of target capture. We illustrate the power and effectiveness of this approach on about 2000 samples from a prostate cancer study.	N. Rohland	926	76	1	{"status":"HYBRID","url":"http://genome.cshlp.org/content/22/5/939.full.pdf"}	["JournalArticle"]	29		{"model":"tldr@v2.0.0","text":"This work presents an approach in which 192 sequencing libraries can be produced in a single day of technician time at a cost of about $15 per sample, effective not only for low-pass whole-genome sequencing, but also for simultaneously enriching them in pools of approximately 100 individually barcoded samples for a subset of the genome."}	https://www.semanticscholar.org/paper/5a7873240eeb760a134186702c081c2dbb561655
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8	1	1	Background	b09be3a07b18a99c79463f94df825118acf23685	Current Nucleic Acid Extraction Methods and Their Implications to Point-of-Care Diagnostics	Nucleic acid extraction (NAE) plays a vital role in molecular biology as the primary step for many downstream applications. Many modifications have been introduced to the original 1869 method. Modern processes are categorized into chemical or mechanical, each with peculiarities that influence their use, especially in point-of-care diagnostics (POC-Dx). POC-Dx is a new approach aiming to replace sophisticated analytical machinery with microanalytical systems, able to be used near the patient, at the point of care or point of need. Although notable efforts have been made, a simple and effective extraction method is still a major challenge for widespread use of POC-Dx. In this review, we dissected the working principle of each of the most common NAE methods, overviewing their advantages and disadvantages, as well their potential for integration in POC-Dx systems. At present, it seems difficult, if not impossible, to establish a procedure which can be universally applied to POC-Dx. We also discuss the effects of the NAE chemicals upon the main plastic polymers used to mass produce POC-Dx systems. We end our review discussing the limitations and challenges that should guide the quest for an efficient extraction method that can be integrated in a POC-Dx system.	N. Ali	228	9	1	{"status":"GOLD","url":"http://downloads.hindawi.com/journals/bmri/2017/9306564.pdf"}	["Review","JournalArticle"]	30	1	{"model":"tldr@v2.0.0","text":"The working principle of each of the most common NAE methods is dissected, overviewing their advantages and disadvantages, as well their potential for integration in POC-Dx systems."}	https://www.semanticscholar.org/paper/b09be3a07b18a99c79463f94df825118acf23685
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8				e14dfa29f5311c139ce958c878a5328be1080a4b	Detection of Low Frequency Multi-Drug Resistance and Novel Putative Maribavir Resistance in Immunocompromised Pediatric Patients with Cytomegalovirus	Human cytomegalovirus (HCMV) is a significant pathogen in immunocompromised individuals, with the potential to cause fatal pneumonitis and colitis, as well as increasing the risk of organ rejection in transplant patients. With the advent of new anti-HCMV drugs there is therefore considerable interest in using virus sequence data to monitor emerging resistance to antiviral drugs in HCMV viraemia and disease, including the identification of putative new mutations. We used target-enrichment to deep sequence HCMV DNA from 11 immunosuppressed pediatric patients receiving single or combination anti-HCMV treatment, serially sampled over 1–27 weeks. Changes in consensus sequence and resistance mutations were analyzed for three ORFs targeted by anti-HCMV drugs and the frequencies of drug resistance mutations monitored. Targeted-enriched sequencing of clinical material detected mutations occurring at frequencies of 2%. Seven patients showed no evidence of drug resistance mutations. Four patients developed drug resistance mutations a mean of 16 weeks after starting treatment. In two patients, multiple resistance mutations accumulated at frequencies of 20% or less, including putative maribavir and ganciclovir resistance mutations P522Q (UL54) and C480F (UL97). In one patient, resistance was detected 14 days earlier than by PCR. Phylogenetic analysis suggested recombination or superinfection in one patient. Deep sequencing of HCMV enriched from clinical samples excluded resistance in 7 of 11 subjects and identified resistance mutations earlier than conventional PCR-based resistance testing in 2 patients. Detection of multiple low level resistance mutations was associated with poor outcome.	C. Houldcroft	73	2	1	{"status":"GOLD","url":"https://www.frontiersin.org/articles/10.3389/fmicb.2016.01317/pdf"}	["JournalArticle"]	31		{"model":"tldr@v2.0.0","text":"Deep sequencing of HCMV enriched from clinical samples excluded resistance in 7 of 11 subjects and identified resistance mutations earlier than conventional PCR-based resistance testing in 2 patients, although detection of multiple low level resistance mutations was associated with poor outcome."}	https://www.semanticscholar.org/paper/e14dfa29f5311c139ce958c878a5328be1080a4b
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8				b40383307451ff624ddcb63bf7df2dc477ca45c6	Development of a high-resolution NGS-based HLA-typing and analysis pipeline	The human leukocyte antigen (HLA) complex contains the most polymorphic genes in the human genome. The classical HLA class I and II genes define the specificity of adaptive immune responses. Genetic variation at the HLA genes is associated with susceptibility to autoimmune and infectious diseases and plays a major role in transplantation medicine and immunology. Currently, the HLA genes are characterized using Sanger- or next-generation sequencing (NGS) of a limited amplicon repertoire or labeled oligonucleotides for allele-specific sequences. High-quality NGS-based methods are in proprietary use and not publicly available. Here, we introduce the first highly automated open-kit/open-source HLA-typing method for NGS. The method employs in-solution targeted capturing of the classical class I (HLA-A, HLA-B, HLA-C) and class II HLA genes (HLA-DRB1, HLA-DQA1, HLA-DQB1, HLA-DPA1, HLA-DPB1). The calling algorithm allows for highly confident allele-calling to three-field resolution (cDNA nucleotide variants). The method was validated on 357 commercially available DNA samples with known HLA alleles obtained by classical typing. Our results showed on average an accurate allele call rate of 0.99 in a fully automated manner, identifying also errors in the reference data. Finally, our method provides the flexibility to add further enrichment target regions.		79	6	1	{"status":"GOLD","url":"https://academic.oup.com/nar/article-pdf/43/11/e70/3989946/gkv184.pdf"}	["JournalArticle"]	32		{"model":"tldr@v2.0.0","text":"The first highly automated open-kit/open-source HLA-typing method for NGS is introduced, which employs in-solution targeted capturing of the classical class I and II HLA genes and provides the flexibility to add further enrichment target regions."}	https://www.semanticscholar.org/paper/b40383307451ff624ddcb63bf7df2dc477ca45c6
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8				838ea2b395b3257789222820be7ad55b772338f8	DNA requirement in FANCD2 deubiquitination by USP1-UAF1-RAD51AP1 in the Fanconi anemia DNA damage response		Fengshan Liang	41	2	1	{"status":"GOLD","url":"https://www.nature.com/articles/s41467-019-10408-5.pdf"}	["JournalArticle"]	33		{"model":"tldr@v2.0.0","text":"It is shown with reconstituted biochemical systems, which are developed, that efficient FANCD2 deubiquitination by the USP1-UAF1-RAD51AP1 complex is dependent on DNA and DNA binding by UAF1."}	https://www.semanticscholar.org/paper/838ea2b395b3257789222820be7ad55b772338f8
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8	2	2.3	Big-deck v/s low-cost robotic liquid handling systems	9025baf6e3b8816d732c70e1316ad016a3d6dc26	DNA-BOT: a low-cost, automated DNA assembly platform for synthetic biology	Multi-part DNA assembly is the physical starting point for many projects in Synthetic and Molecular Biology. The ability to explore a genetic design space by building extensive libraries of DNA constructs is essential for creating programmed biological systems that perform the desired functions. With multiple DNA assembly methods and standards adopted in the Synthetic Biology community, automation of the DNA assembly process has received serious attention in recent years. Importantly, automating DNA assembly enables larger builds using less researcher time, increasing the accessible design space. However, these benefits currently incur high costs for both equipment and consumables. Here, we address this limitation by introducing low-cost DNA assembly with BASIC on OpenTrons (DNA-BOT). For this purpose, we developed an open-source software package dnabot (https://github.com/BASIC-DNA-ASSEMBLY/dnabot). We demonstrate the performance of DNA-BOT by simultaneously assembling 88 constructs composed of 10 genetic parts, exploring the promoter, ribosome binding site (RBS) and gene order design space for a 3-gene operon. All 88 constructs were assembled with high accuracy, at a cost of $1.50 - $5.50 per construct. This illustrates the efficiency, accuracy and affordability of DNA-BOT making it accessible for most labs and democratising automated DNA assembly.	M. Storch	50	2	1	{"status":"GREEN","url":"https://academic.oup.com/synbio/article-pdf/5/1/ysaa010/33722340/ysaa010.pdf"}	["JournalArticle"]	34	2.3	{"model":"tldr@v2.0.0","text":"The performance of DNA-BOT is demonstrated by simultaneously assembling 88 constructs composed of 10 genetic parts, exploring the promoter, ribosome binding site (RBS) and gene order design space for a 3-gene operon, illustrating the efficiency, accuracy and affordability of DNA"}	https://www.semanticscholar.org/paper/9025baf6e3b8816d732c70e1316ad016a3d6dc26
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8				e2b1b6bd5e24ac2d8c01a664558b9ae3e875dc61	Double-slit photoelectron interference in strong-field ionization of the neon dimer		M. Kunitski	5987	3	1	{"status":"GOLD","url":"https://www.nature.com/articles/s41467-018-07882-8.pdf"}	["JournalArticle"]	35		{"model":"tldr@v2.0.0","text":"The authors show the double-slit interference effect in the strong-field ionization of neon dimers by employing COLTRIMS method to record the momentum distribution of the photoelectrons in the molecular frame."}	https://www.semanticscholar.org/paper/e2b1b6bd5e24ac2d8c01a664558b9ae3e875dc61
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8				965db0a771f99f1a961adca929ff1ef326510a45	Efficient method to optimize antibodies using avian leukosis virus display and eukaryotic cells	Significance There is a need for a robust and efficient eukaryotic polypeptide display platform for the discovery and affinity maturation of antibodies and other scaffolds, offering a powerful addition to the existing display technologies that use microorganisms. This study is significant in that it demonstrates just such a technology, avian leukosis virus (ALV) polypeptide display, supplying an innovative and substantive departure from the status quo of antibody display that uses platforms based on microorganisms. The use of eukaryotic cells provides the assurance of maximizing the proper folding, posttranslational modifications, and display of the single-chain Fv antibodies and the virus fusion proteins in virions and on the cell surface. ALV display offers virus and cell display platforms in a eukaryotic expression system. Antibody-based therapeutics have now had success in the clinic. The affinity and specificity of the antibody for the target ligand determines the specificity of therapeutic delivery and off-target side effects. The discovery and optimization of high-affinity antibodies to important therapeutic targets could be significantly improved by the availability of a robust, eukaryotic display technology comparable to phage display that would overcome the protein translation limitations of microorganisms. The use of eukaryotic cells would improve the diversity of the displayed antibodies that can be screened and optimized as well as more seamlessly transition into a large-scale mammalian expression system for clinical production. In this study, we demonstrate that the replication and polypeptide display characteristics of a eukaryotic retrovirus, avian leukosis virus (ALV), offers a robust, eukaryotic version of bacteriophage display. The binding affinity of a model single-chain Fv antibody was optimized by using ALV display, improving affinity >2,000-fold, from micromolar to picomolar levels. We believe ALV display provides an extension to antibody display on microorganisms and offers virus and cell display platforms in a eukaryotic expression system. ALV display should enable an improvement in the diversity of properly processed and functional antibody variants that can be screened and affinity-optimized to improve promising antibody candidates.	Changming Yu	3	0	1	{"status":"BRONZE","url":"https://www.pnas.org/content/pnas/112/32/9860.full.pdf"}	["JournalArticle"]	36		{"model":"tldr@v2.0.0","text":"It is demonstrated that the replication and polypeptide display characteristics of a eukaryotic retrovirus, avian leukosis virus (ALV), offers a robust, eUKaryotic version of bacteriophage display."}	https://www.semanticscholar.org/paper/965db0a771f99f1a961adca929ff1ef326510a45
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8				58d601977df4f9e8bca7bde8c283b70a3a1349f4	Evaluation of Liquid Handling Conditions in Microplates	Liquid handling in higher density microplates (e.g., 1536-well microplates) for more efficient drug screening necessitates carefully selected and optimized parameters. The quality of a liquid handling procedure is dependent on the carryover rate of residual liquids during the pipetting process, the mixing behavior in the wells, foam and bubble formation, and evaporation. We compared and optimized these parameters in 96-, 384-, and 1536-well microplates, and herein we critically evaluate the performance of the CyBi™-Well 96/384/1536 automated micropipetting device, which formed the basis of our evaluation studies.	Michael Berg	46	1	1	{"status":"HYBRID","url":"https://journals.sagepub.com/doi/pdf/10.1177/108705710100600107"}	["Study","JournalArticle"]	37		{"model":"tldr@v2.0.0","text":"This work critically evaluate the performance of the CyBi™-Well 96/384/1536 automated micropipetting device, which formed the basis of the evaluation studies and compared and optimized parameters in 96, 384, and 1536-well microplates."}	https://www.semanticscholar.org/paper/58d601977df4f9e8bca7bde8c283b70a3a1349f4
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8	1	1	Background		Fast, accurate sequencing starts here Accelerate your NGS success with automated sample prep								38	1		
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8	3	2.2.3.Table 1	Summary of features on some important liquid-handling workstations or pipetting assisting devices available on the market		Fast, accurate sequencing starts here Accelerate your NGS success with automated sample prep								39	2.2.3.Table 1		
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8	3	2.2.4	Pipetting channels		Fast, accurate sequencing starts here Accelerate your NGS success with automated sample prep								40	2.2.4		
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8	3	2.2.7	Precision & accuracy		Fast, accurate sequencing starts here Accelerate your NGS success with automated sample prep								41	2.2.7		
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8	3	2.2.9	Throughput		Fast, accurate sequencing starts here Accelerate your NGS success with automated sample prep								42	2.2.9		
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8	2	2.1	Overview of technologies	0ce4e7bf982c749558d219b4f6f01429672cef0e	Flow Sensor Driven Nanodispensing: The Path to More Reliable Liquid Handling Operations	in the submicroliter range, also referred to as nanodispensing and nanopipetting, have become an important feature of liquid-handling robotic instruments. Instrumental solutions for a number of dispensing techniques are commercially available and are applied routinely in various applications. Common dispensing principles are syringe-based (liquid or air) positive displacement, solenoid valve driven, piezoelectric, and acoustic droplet ejection. The majority of liquid volume transfer demands are currently in the low microto midnanoliter range; the preparation of low-density microarrays typically requires picoliter quantities.	C. Haber	2	0	0			43	2.1		https://www.semanticscholar.org/paper/0ce4e7bf982c749558d219b4f6f01429672cef0e
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8	3	2.2.3	Flexibility		Fluent - the effective way to increase productivity - Tecan								44	2.2.3		
		3	2.2.3	Flexibility													
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8	3	2.2.3.Table 1	Summary of features on some important liquid-handling workstations or pipetting assisting devices available on the market		Fluent - the effective way to increase productivity - Tecan								45	2.2.3.Table 1		
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8	3	2.2.7	Precision & accuracy		Fluent - the effective way to increase productivity - Tecan								46	2.2.7		
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8	2	2.1	Overview of technologies		Fluid level detector and method for use with automated workstation								47	2.1		
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8	1	1	Background	fa4f1dd075e06ef9445278ce522d9a84153d1e30	Fully Automated Laboratory Robotic System for Automating Sample Preparation and Analysis to Reduce Cost and Time in Drug Development Process		S. Saitoh	17	1	0			48	1	{"model":"tldr@v2.0.0","text":"FA-LAS's unique features will work as a bridge between the sample management system and automatic documentation system, and it will reduce drastically in human resources, budgets, and time frame for development of pharmaceutical products."}	https://www.semanticscholar.org/paper/fa4f1dd075e06ef9445278ce522d9a84153d1e30
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8	2	2.1	Overview of technologies		Fundamentals of dispensing. [USERGUIDE] No. 19 2015								49	2.1		
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8	2	2.5	Future of automated liquid-handling	7ec0381d933a778b5b87b6463477d626cab4442b	FusX: A Rapid One-Step Transcription Activator-Like Effector Assembly System for Genome Science	Transcription activator-like effectors (TALEs) are extremely effective, single-molecule DNA-targeting molecular cursors used for locus-specific genome science applications, including high-precision molecular medicine and other genome engineering applications. TALEs are used in genome engineering for locus-specific DNA editing and imaging, as artificial transcriptional activators and repressors, and for targeted epigenetic modification. TALEs as nucleases (TALENs) are effective editing tools and offer high binding specificity and fewer sequence constraints toward the targeted genome than other custom nuclease systems. One bottleneck of broader TALE use is reagent accessibility. For example, one commonly deployed method uses a multitube, 5-day assembly protocol. Here we describe FusX, a streamlined Golden Gate TALE assembly system that (1) is backward compatible with popular TALE backbones, (2) is functionalized as a single-tube 3-day TALE assembly process, (3) requires only commonly used basic molecular biology reagents, and (4) is cost-effective. More than 100 TALEN pairs have been successfully assembled using FusX, and 27 pairs were quantitatively tested in zebrafish, with each showing high somatic and germline activity. Furthermore, this assembly system is flexible and is compatible with standard molecular biology laboratory tools, but can be scaled with automated laboratory support. To demonstrate, we use a highly accessible and commercially available liquid-handling robot to rapidly and accurately assemble TALEs using the FusX TALE toolkit. Together, the FusX system accelerates TALE-based genomic science applications from basic science screening work for functional genomics testing and molecular medicine applications.	Alvin C. Ma	45	0	1	{"status":"HYBRID","url":"https://www.liebertpub.com/doi/pdf/10.1089/hum.2015.172"}	["JournalArticle"]	50	2.5	{"model":"tldr@v2.0.0","text":"A highly accessible and commercially available liquid-handling robot is used to rapidly and accurately assemble TALEs using the FusX TALE toolkit, which accelerates TALE-based genomic science applications from basic science screening work for functional genomics testing and molecular medicine applications."}	https://www.semanticscholar.org/paper/7ec0381d933a778b5b87b6463477d626cab4442b
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8				a96c1a7515311826aa7748bc198ab2e2f7e87842	Genomic Comparison of Campylobacter spp. and Their Potential for Zoonotic Transmission between Birds, Primates, and Livestock	ABSTRACT Campylobacter is the leading cause of human gastroenteritis worldwide. Wild birds, including American crows, are abundant in urban, suburban, and agricultural settings and are likely zoonotic vectors of Campylobacter. Their proximity to humans and livestock increases the potential spreading of Campylobacter via crows between the environment, livestock, and humans. However, no studies have definitively demonstrated that crows are a vector for pathogenic Campylobacter. We used genomics to evaluate the zoonotic and pathogenic potential of Campylobacter from crows to other animals with 184 isolates obtained from crows, chickens, cows, sheep, goats, humans, and nonhuman primates. Whole-genome analysis uncovered two distinct clades of Campylobacter jejuni genotypes; the first contained genotypes found only in crows, while a second genotype contained “generalist” genomes that were isolated from multiple host species, including isolates implicated in human disease, primate gastroenteritis, and livestock abortion. Two major β-lactamase genes were observed frequently in these genomes (oxa-184, 55%, and oxa-61, 29%), where oxa-184 was associated only with crows and oxa-61 was associated with generalists. Mutations in gyrA, indicative of fluoroquinolone resistance, were observed in 14% of the isolates. Tetracycline resistance (tetO) was present in 22% of the isolates, yet it occurred in 91% of the abortion isolates. Virulence genes were distributed throughout the genomes; however, cdtC alleles recapitulated the crow-only and generalist clades. A specific cdtC allele was associated with abortion in livestock and was concomitant with tetO. These findings indicate that crows harboring a generalist C. jejuni genotype may act as a vector for the zoonotic transmission of Campylobacter. IMPORTANCE This study examined the link between public health and the genomic variation of Campylobacter in relation to disease in humans, primates, and livestock. Use of large-scale whole-genome sequencing enabled population-level assessment to find new genes that are linked to livestock disease. With 184 Campylobacter genomes, we assessed virulence traits, antibiotic resistance susceptibility, and the potential for zoonotic transfer to observe that there is a “generalist” genotype that may move between host species.	Allison M. Weis	62	2	1	{"status":"BRONZE","url":"https://aem.asm.org/content/aem/82/24/7165.full.pdf"}	["JournalArticle"]	51		{"model":"tldr@v2.0.0","text":"Findings indicate that crows harboring a generalist C. jejuni genotype may act as a vector for the zoonotic transmission of Campylobacter."}	https://www.semanticscholar.org/paper/a96c1a7515311826aa7748bc198ab2e2f7e87842
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8	3	2.2.3	Flexibility		Hamilton Pipetting Technologies and the Hamilton CO-RE Tips | Automated Liquid Handling | Hamilton Company								52	2.2.3		
		3	2.2.3	Flexibility													
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8	3	2.2.3.Table 1	Summary of features on some important liquid-handling workstations or pipetting assisting devices available on the market		Hamilton Pipetting Technologies and the Hamilton CO-RE Tips | Automated Liquid Handling | Hamilton Company								53	2.2.3.Table 1		
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8	3	2.2.7	Precision & accuracy		Hamilton Pipetting Technologies and the Hamilton CO-RE Tips | Automated Liquid Handling | Hamilton Company								54	2.2.7		
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8	3	2.2.10	Durability		Hamilton Pipetting Technologies and the Hamilton CO-RE Tips | Automated Liquid Handling | Hamilton Company								55	2.2.10		
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8	3	2.2.3.Table 1	Summary of features on some important liquid-handling workstations or pipetting assisting devices available on the market	18041fc20f7447514b70972a0422920083ca3cd1	Here, there, and everywhere		H. Smith	0	0	0			56	2.2.3.Table 1		https://www.semanticscholar.org/paper/18041fc20f7447514b70972a0422920083ca3cd1
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8				f9eed02b9dc30ae49061256366a75c98ecfb1c2c	High-Throughput Automated System for Crystallizing Membrane Proteins in Lipidic Mesophases	A high-throughput robotic system has been developed to enable the automatic handling of nanoliter volumes of highly viscous biomaterials for crystallizing membrane proteins using lipidic mesophases. The in meso method introduced a few years ago has produced crystal structures of a number of important membrane proteins. The bottleneck to achieve high throughput automation of this, so-called in meso method, is the handling of nanoliter volumes of the highly viscous cubic phase as part of the crystallization process. The cubic phase sticks to everything that it has contact with and has a tendency to disable dispensing robotic tools. In this paper, we discuss the factors that influence the successful and automatic delivery of nanoliter volumes of the cubic phase. A creative cubic-phase-based coordinate measuring mechanism is presented for controlling the dispensing distance of the cubic phase which is critically important for the successful performance of the system. A mathematical model describing the cubic-phase delivery is proposed and verified. We also present the optimization of liquid handling parameters for the successful and automatic delivery of different precipitant solutions. The performance characteristics of the robotic system in terms of accuracy and reproducibility of delivering nano volumes of highly viscous biomaterials and micro volumes of different precipitant solutions are reported. Note to Practitioners-Automatic handling of nanoliter volumes of highly viscous biomaterials is a practically challenging yet important task in research-and-development activities of biology and drug industry, including protein crystallization. The latter, however, is a key step for determining the structure of the proteins. Only when the structure of the proteins is revealed, can one understand the function of the proteins and/or develop drugs to cure various kinds of diseases. This paper uses a practical project, crystallizing membrane proteins using lipidic mesophases, as an example to develop approaches for automatically handling highly viscous biomaterials. This paper presents the factors that influence the successful and automatic delivery of nanoliter volumes of viscous biomaterials and introduces a new coordinate measuring mechanism using the viscous biomaterials for controlling the dispensing distance of the biomaterials, which is critical for the successful delivery of viscous materials. A mathematical model describing the delivery of viscous material is for guiding the design of practical delivering systems. This paper also presents a number of parameters for successful and automatic delivery of different precipitant solutions which are involved in the biomaterial screening activities in drug development and biological research. A simple and effective computer vision approach for measuring the volume of bio-solutions and biomaterials in the nanoliter scale is presented which is verified by the fluorescence intensity measurement of the delivered samples. The performance of the automatic system developed in terms of accuracy and reproducibility of delivering nanovolumes of highly viscous biomaterials is reported which proves that the proposed approach is not only practically useful but also feasible for many applications	A. Peddi	24	0	1	{"status":"GREEN","url":"https://www.tara.tcd.ie/bitstream/2262/50463/1/Automated.pdf"}	["JournalArticle"]	57		{"model":"tldr@v2.0.0","text":"The factors that influence the successful and automatic delivery of nanoliter volumes of viscous biomaterials are discussed and a creative cubic-phase-based coordinate measuring mechanism is presented for controlling the dispensing distance of the cubic phase which is critically important for the successful performance of the system."}	https://www.semanticscholar.org/paper/f9eed02b9dc30ae49061256366a75c98ecfb1c2c
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8				5d5ee761444a6e32befad07f059b5c3ac8b904b2	Impact of medium properties on droplet release in a highly parallel nanoliter dispenser		O. Gutmann	23	1	0			58		{"model":"tldr@v2.0.0","text":"Experiments with oligonucleotides as well as with different proteins showed ascertained carry-over and cross-talk free printing of DNA and protein microarrays, leading to high quality whilst high throughput microarray fabrication."}	https://www.semanticscholar.org/paper/5d5ee761444a6e32befad07f059b5c3ac8b904b2
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8	2	2.5	Future of automated liquid-handling	228be4b71495bd04c0a72a185c20ccd9dd1ca1e0	Improving Reproducibility in Synthetic Biology	Synthetic biology holds great promise to deliver transformative technologies to the world in the coming years. However, several challenges still remain to be addressed before it can deliver on its promises. One of the most important issues to address is the lack of reproducibility within research of the life sciences. This problem is beginning to be recognised by the community and solutions are being developed to tackle the problem. The recent emergence of automated facilities that are open for use by researchers (such as biofoundries and cloud labs) may be one of the ways that synthetic biologists can improve the quality and reproducibility of their work. In this perspective article, we outline these and some of the other technologies that are currently being developed which we believe may help to transform how synthetic biologists approach their research activities.	Mathew M Jessop-Fabre	66	1	1	{"status":"GOLD","url":"https://www.frontiersin.org/articles/10.3389/fbioe.2019.00018/pdf"}	["JournalArticle"]	59	2.5	{"model":"tldr@v2.0.0","text":"In this perspective article, the recent emergence of automated facilities that are open for use by researchers (such as biofoundries and cloud labs) may be one of the ways that synthetic biologists can improve the quality and reproducibility of their work."}	https://www.semanticscholar.org/paper/228be4b71495bd04c0a72a185c20ccd9dd1ca1e0
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8	1	1	Background	9090adfe9e03c9a419cccd91c3cad9fb4ed9edd3	Is the $1000 Genome as Near as We Think? A Cost Analysis of Next-Generation Sequencing.	BACKGROUNDThe substantial technological advancements in next-generation sequencing (NGS), combined with dropping costs, have allowed for a swift diffusion of NGS applications in clinical settings. Although several commercial parties report to have broken the $1000 barrier for sequencing an entire human genome, a valid cost overview for NGS is currently lacking. This study provides a complete, transparent and up-to-date overview of the total costs of different NGS applications.METHODSCost calculations for targeted gene panels (TGP), whole exome sequencing (WES) and whole genome sequencing (WGS) were based on the Illumina NextSeq500, HiSeq4000, and HiSeqX5 platforms, respectively. To anticipate future developments, sensitivity analyses are performed.RESULTSPer-sample costs were €1669 for WGS, € 792 for WES and €333 for TGP. To reach the coveted $1000 genome, not only is the long-term and efficient use of the sequencing equipment needed, but also large reductions in capital costs and especially consumable costs are also required.CONCLUSIONSWES and TGP are considerably lower-cost alternatives to WGS. However, this does not imply that these NGS approaches should be preferred in clinical practice, since this should be based on the tradeoff between costs and the expected clinical utility of the approach chosen. The results of the present study contribute to the evaluation of such tradeoffs.	K. V. van Nimwegen	125	3	1	{"status":"BRONZE","url":"https://academic.oup.com/clinchem/article-pdf/62/11/1458/32645298/clinchem1458.pdf"}	["JournalArticle","Review"]	60	1	{"model":"tldr@v2.0.0","text":"WES and TGP are considerably lower-cost alternatives to WGS, but this does not imply that these NGS approaches should be preferred in clinical practice, since this should be based on the tradeoff between costs and the expected clinical utility of the approach chosen."}	https://www.semanticscholar.org/paper/9090adfe9e03c9a419cccd91c3cad9fb4ed9edd3
Unlocking the efficiency of genomics laboratories with robotic liquid-handling	69be0c67bc2af768561daf103ce8854e218558a8	1	1	Background		Lab automation and robotics: automation on the move								61	1		
